TF_ID	Family_ID	TSource_ID	Motif_ID	MSource_ID	DBID	TF_Name	TF_Species	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	TfSource_Year	TfSource_Month	TfSource_Day
T090815_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000006038	aebp2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090816_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000006288	prdm5	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090817_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000007184	zbtb16a	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090818_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000007271	mynn	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090819_2.00	F135_2.00	TS12_2.00	M10213_2.00	MS59_2.00	ENSDARG00000007430	prdm12b	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	V$PRDM12_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090820_2.00	F135_2.00	TS12_2.00	M02910_2.00	MS33_2.00	ENSDARG00000007812	sp3b	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	SP3_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090821_2.00	F135_2.00	TS12_2.00	M00249_2.00	MS04_2.00	ENSDARG00000007990	wt1b	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	WT1_REF	PBM	Barrera2016	PBM	Barrera	2016	27013732	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090822_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000008218	znf410	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090823_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000008247	vezf1a	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090824_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000008333	znfl2a	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090825_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000008906	si:ch211-241e1.5	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090826_2.00	F135_2.00	TS12_2.00	M02879_2.00	MS33_2.00	ENSDARG00000010124	sp5l	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	SP4_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090827_2.00	F135_2.00	TS12_2.00	M08307_2.00	MS52_2.00	ENSDARG00000010270	fezf1	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	A0PJY2_1-5.RCADE	ChIP-seq	Schmitges2016	ChIP-seq	Schmitges	2016	27852650	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090828_2.00	F135_2.00	TS12_2.00	M02898_2.00	MS33_2.00	ENSDARG00000011870	sp8a	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	SP8_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090829_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000012642	si:ch211-266d19.4	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090830_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000012887	znf143a	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090831_2.00	F135_2.00	TS12_2.00	M04398_2.00	MS62_2.00	ENSDARG00000013279	znf76	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	ZNF76_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090832_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000013492	zbtb34	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090833_2.00	F135_2.00	TS12_2.00	M08969_2.00	MS27_2.00	ENSDARG00000013539	ikzf1	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	IKZF1_MOUSE.H11MO.0.C	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090834_2.00	F135_2.00	TS12_2.00	M00241_2.00	MS04_2.00	ENSDARG00000013794	klf11b	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	KLF11_R402Q	PBM	Barrera2016	PBM	Barrera	2016	27013732	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090835_2.00	F135_2.00	TS12_2.00	M00144_2.00	MS02_2.00	ENSDARG00000014091	osr1	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	Osr1_3033	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090836_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000014680	znf710a	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090837_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000014775	zgc:113220	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090838_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000014825	si:dkeyp-69b9.6	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090839_2.00	F135_2.00	TS12_2.00	M00787_2.00	MS17_2.00	ENSDARG00000015312	klf12a	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH0977	PBM	DREAM_contest	PBM	Weirauch	2013	23354101	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090840_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000015482	zgc:113518	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090841_2.00	F135_2.00	TS12_2.00	M04418_2.00	MS62_2.00	ENSDARG00000015495	klf3	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	KLF3_FL_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090842_2.00	F135_2.00	TS12_2.00	M04410_2.00	MS62_2.00	ENSDARG00000015506	klf5a	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	KLF5_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090843_2.00	F135_2.00	TS12_2.00	M00150_2.00	MS02_2.00	ENSDARG00000015554	zic2a	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	Zic2_2895	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090844_2.00	F135_2.00	TS12_2.00	M00137_2.00	MS02_2.00	ENSDARG00000015567	zic1	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	Zic1_0991	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090845_2.00	F135_2.00	TS12_2.00	M04471_2.00	MS62_2.00	ENSDARG00000016022	zic5	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	ZIC5_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090846_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000016763	znf292a	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090847_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000017366	prdm4	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090848_2.00	F135_2.00	TS12_2.00	M04455_2.00	MS62_2.00	ENSDARG00000017400	klf1	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	KLF2_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090849_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000017886	zbtb11	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090850_2.00	F135_2.00	TS12_2.00	M00134_2.00	MS02_2.00	ENSDARG00000018757	klf5l	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	Klf7_0974	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090851_2.00	F135_2.00	TS12_2.00	M10101_2.00	MS59_2.00	ENSDARG00000018773	hivep2b	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	V$MIBP1_Q6	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090852_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000019265	zbtb39	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090853_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000019299	znf687b	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090854_2.00	F135_2.00	TS12_2.00	M09009_2.00	MS27_2.00	ENSDARG00000019516	sp7	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	SP7_MOUSE.H11MO.0.A	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090855_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000019961	znf513a	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090856_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000020176	zbtb22a	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090857_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000020655	INSM2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090858_2.00	F135_2.00	TS12_2.00	M00238_2.00	MS04_2.00	ENSDARG00000020746	gfi1aa	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	GFI1_REF	PBM	Barrera2016	PBM	Barrera	2016	27013732	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090859_2.00	F135_2.00	TS12_2.00	M01024_2.00	MS47_2.00	ENSDARG00000020884	gli2b	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	Gli2	PBM	Peterson2012	PBM	Peterson	2012	23249739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090860_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000021086	znf367	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090861_2.00	F135_2.00	TS12_2.00	M00135_2.00	MS02_2.00	ENSDARG00000021891	zbtb7b	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	Zbtb7b_1054	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090862_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000022905	znf1163	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090863_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000022952	zgc:66448	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090864_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000023040	zbtb1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090865_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000024195	znf395b	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090866_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000025226	znf668	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090867_2.00	F135_2.00	TS12_2.00	M01022_2.00	MS47_2.00	ENSDARG00000025641	gli2a	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	Gli3	PBM	Peterson2012	PBM	Peterson	2012	23249739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090868_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000026453	zgc:66474	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090869_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000026972	si:ch211-119o8.6	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090870_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000027915	zc2hc1a	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090871_2.00	F135_2.00	TS12_2.00	M02880_2.00	MS33_2.00	ENSDARG00000027933	glis1b	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	GLIS3_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090872_2.00	F135_2.00	TS12_2.00	M02877_2.00	MS33_2.00	ENSDARG00000027978	yy1b	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	YY1_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090873_2.00	F135_2.00	TS12_2.00	M04595_2.00	MS62_2.00	ENSDARG00000028086	zbtb2b	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	ZBTB2_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090874_2.00	F135_2.00	TS12_2.00	M02916_2.00	MS33_2.00	ENSDARG00000028228	zbtb18	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	ZNF238_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090875_2.00	F135_2.00	TS12_2.00	M04547_2.00	MS62_2.00	ENSDARG00000028949	ZBTB26	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	ZBTB26_FL_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090876_2.00	F135_2.00	TS12_2.00	M04400_2.00	MS62_2.00	ENSDARG00000029072	klf6a	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	KLF6_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090877_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000030267	gtf3aa	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090878_2.00	F135_2.00	TS12_2.00	M00241_2.00	MS04_2.00	ENSDARG00000030844	klf11a	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	KLF11_R402Q	PBM	Barrera2016	PBM	Barrera	2016	27013732	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090879_2.00	F135_2.00	TS12_2.00	M04441_2.00	MS62_2.00	ENSDARG00000031243	snai3	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	SNAI1_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090880_2.00	F135_2.00	TS12_2.00	M00137_2.00	MS02_2.00	ENSDARG00000031307	zic4	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	Zic1_0991	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090881_2.00	F135_2.00	TS12_2.00	M00249_2.00	MS04_2.00	ENSDARG00000031420	wt1a	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	WT1_REF	PBM	Barrera2016	PBM	Barrera	2016	27013732	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090882_2.00	F135_2.00	TS12_2.00	M00787_2.00	MS17_2.00	ENSDARG00000032197	klf12b	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	pTH0977	PBM	DREAM_contest	PBM	Weirauch	2013	23354101	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090883_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000032285	zgc:113294	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090884_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000035116	CR847941.1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090885_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000035150	si:dkey-261j4.4	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090886_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000035151	si:dkey-261j4.3	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090887_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000035221	zgc:110249	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090888_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000035889	zbtb8b	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090889_2.00	F135_2.00	TS12_2.00	M00139_2.00	MS02_2.00	ENSDARG00000035910	znf281b	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	Zfp281_0973	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090890_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000036043	znf408	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090891_2.00	F135_2.00	TS12_2.00	M00152_2.00	MS02_2.00	ENSDARG00000036235	zbtb3	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	Zbtb3_1048	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090892_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000036698	znf865	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090893_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000036855	plagx	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090894_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000037068	IKZF4	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090895_2.00	F135_2.00	TS12_2.00	M10101_2.00	MS59_2.00	ENSDARG00000037154	hivep3b	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	V$MIBP1_Q6	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090896_2.00	F135_2.00	TS12_2.00	M00137_2.00	MS02_2.00	ENSDARG00000037178	zic2b	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	Zic1_0991	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090897_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000037405	zgc:112083	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090898_2.00	F135_2.00	TS12_2.00	M00375_2.00	MS05_2.00	ENSDARG00000037421	egr1	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	Zif268	PBM	Berger06	PBM	Berger	2006	16998473	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090899_2.00	F135_2.00	TS12_2.00	M00132_2.00	MS02_2.00	ENSDARG00000038006	osr2	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	Osr2_1727	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090900_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000038243	e4f1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090901_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000038476	si:dkeyp-68b7.7	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090902_2.00	F135_2.00	TS12_2.00	M04400_2.00	MS62_2.00	ENSDARG00000038561	klf6b	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	KLF6_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T090903_2.00	F135_2.00	TS12_2.00	M04455_2.00	MS62_2.00	ENSDARG00000038792	klf17	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	KLF2_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
