gene_name	index
ERH	5080
ERI1	5081
ERI2	5082
ERI3	5083
ERICH1	5084
ERICH2	5085
ERICH3	5086
ERICH4	5087
ERICH5	5088
ERICH6	5089
ERICH6B	5090
ERLEC1	5091
ERLIN1	5092
ERLIN2	5093
ERMAP	5094
ERMARD	5095
ERMN	5096
ERMP1	5097
ERN1	5098
ERN2	5099
ERO1A	5100
ERO1B	5101
ERP27	5102
ERP29	5103
ERP44	5104
ERRFI1	5105
ERV3-1	5106
ERVFRD-1	5107
ERVMER34-1	5108
ERVV-1	5109
ERVV-2	5110
ERVW-1	5111
ESAM	5112
ESCO1	5113
ESCO2	5114
ESD	5115
ESF1	5116
ESM1	5117
ESPL1	5118
ESPN	5119
ESPNL	5120
ESR1	5121
ESR2	5122
ESRP1	5123
ESRP2	5124
ESRRA	5125
ESRRB	5126
ESRRG	5127
ESS2	5128
ESX1	5129
ESYT1	5130
ESYT2	5131
ESYT3	5132
ETAA1	5133
ETDA	5134
ETDB	5135
ETDC	5136
ETF1	5137
ETFA	5138
ETFB	5139
ETFBKMT	5140
ETFDH	5141
ETFRF1	5142
ETHE1	5143
ETNK1	5144
ETNK2	5145
ETNPPL	5146
ETS1	5147
ETS2	5148
ETV1	5149
ETV2	5150
ETV3	5151
ETV3L	5152
ETV4	5153
ETV5	5154
ETV6	5155
ETV7	5156
EVA1A	5157
EVA1B	5158
EVA1C	5159
EVC	5160
EVC2	5161
EVI2A	5162
EVI2B	5163
EVI5	5164
EVI5L	5165
EVL	5166
EVPL	5167
EVPLL	5168
EVX1	5169
EVX2	5170
EWSR1	5171
EXD1	5172
EXD2	5173
EXD3	5174
EXO1	5175
EXO5	5176
EXOC1	5177
EXOC1L	5178
EXOC2	5179
EXOC3	5180
EXOC3L1	5181
EXOC3L2	5182
EXOC3L4	5183
EXOC4	5184
EXOC5	5185
EXOC6	5186
EXOC6B	5187
EXOC7	5188
EXOC8	5189
EXOG	5190
EXOSC1	5191
EXOSC10	5192
EXOSC2	5193
EXOSC3	5194
EXOSC4	5195
EXOSC5	5196
EXOSC6	5197
EXOSC7	5198
EXOSC8	5199
EXOSC9	5200
EXPH5	5201
EXT1	5202
EXT2	5203
EXTL1	5204
EXTL2	5205
EXTL3	5206
EYA1	5207
EYA2	5208
EYA3	5209
EYA4	5210
EYS	5211
EZH1	5212
EZH2	5213
EZHIP	5214
EZR	5215
F10	5216
F11	5217
F11R	5218
F12	5219
F13A1	5220
F13B	5221
F2	5222
F2R	5223
F2RL1	5224
F2RL2	5225
F2RL3	5226
F3	5227
F5	5228
F7	5229
F8	5230
F8A1	5231
F8A2	5232
F8A3	5233
F9	5234
FA2H	5235
FAAH	5236
FAAH2	5237
FAAP100	5238
FAAP20	5239
FAAP24	5240
FABP1	5241
FABP12	5242
FABP2	5243
FABP3	5244
FABP4	5245
FABP5	5246
FABP6	5247
FABP7	5248
FABP9	5249
FADD	5250
FADS1	5251
FADS2	5252
FADS3	5253
FADS6	5254
FAF1	5255
FAF2	5256
FAH	5257
FAHD1	5258
FAHD2A	5259
FAHD2B	5260
FAIM	5261
FAIM2	5262
FAM102A	5263
FAM102B	5264
FAM104A	5265
FAM104B	5266
FAM107A	5267
FAM107B	5268
FAM110A	5269
FAM110B	5270
FAM110C	5271
FAM110D	5272
FAM111A	5273
FAM111B	5274
FAM114A1	5275
FAM114A2	5276
FAM117A	5277
FAM117B	5278
FAM118A	5279
FAM118B	5280
FAM120A	5281
FAM120AOS	5282
FAM120B	5283
FAM120C	5284
FAM124A	5285
FAM124B	5286
FAM126A	5287
FAM126B	5288
FAM131A	5289
FAM131B	5290
FAM131C	5291
FAM133A	5292
FAM133B	5293
FAM135A	5294
FAM135B	5295
FAM136A	5296
FAM13A	5297
FAM13B	5298
FAM13C	5299
FAM149A	5300
FAM149B1	5301
FAM151A	5302
FAM151B	5303
FAM153A	5304
FAM153B	5305
FAM156A	5306
FAM156B	5307
FAM161A	5308
FAM161B	5309
FAM162A	5310
FAM162B	5311
FAM163A	5312
FAM163B	5313
FAM166A	5314
FAM166B	5315
FAM166C	5316
FAM167A	5317
FAM167B	5318
FAM168A	5319
FAM168B	5320
FAM169A	5321
FAM169B	5322
FAM170A	5323
FAM170B	5324
FAM171A1	5325
FAM171A2	5326
FAM171B	5327
FAM172A	5328
FAM174A	5329
FAM174B	5330
FAM174C	5331
FAM177A1	5332
FAM177B	5333
FAM178B	5334
FAM180A	5335
FAM180B	5336
FAM181A	5337
FAM181B	5338
FAM183A	5339
FAM184A	5340
FAM184B	5341
FAM185A	5342
FAM186A	5343
FAM186B	5344
FAM187A	5345
FAM187B	5346
FAM189A1	5347
FAM189A2	5348
FAM189B	5349
FAM193A	5350
FAM193B	5351
FAM199X	5352
FAM200A	5353
FAM200B	5354
FAM204A	5355
FAM205A	5356
FAM205C	5357
FAM209A	5358
FAM209B	5359
FAM20A	5360
FAM20B	5361
FAM20C	5362
FAM210A	5363
FAM210B	5364
FAM214A	5365
FAM214B	5366
FAM216A	5367
FAM216B	5368
FAM217A	5369
FAM217B	5370
FAM219A	5371
FAM219B	5372
FAM220A	5373
FAM221A	5374
FAM221B	5375
FAM222A	5376
FAM222B	5377
FAM227A	5378
FAM227B	5379
FAM228A	5380
FAM228B	5381
FAM229A	5382
FAM229B	5383
FAM234A	5384
FAM234B	5385
FAM236A	5386
FAM236B	5387
FAM236C	5388
FAM236D	5389
FAM237A	5390
FAM237B	5391
FAM240A	5392
FAM240B	5393
FAM240C	5394
FAM241A	5395
FAM241B	5396
FAM246A	5397
FAM246B	5398
FAM246C	5399
FAM24A	5400
FAM24B	5401
FAM25A	5402
FAM25C	5403
FAM25G	5404
FAM32A	5405
FAM3A	5406
FAM3B	5407
FAM3C	5408
FAM3D	5409
FAM43A	5410
FAM43B	5411
FAM47A	5412
FAM47B	5413
FAM47C	5414
FAM47E	5415
FAM50A	5416
FAM50B	5417
FAM53A	5418
FAM53B	5419
FAM53C	5420
FAM72A	5421
FAM72B	5422
FAM72C	5423
FAM72D	5424
FAM76A	5425
FAM76B	5426
FAM78A	5427
FAM78B	5428
FAM81A	5429
FAM81B	5430
FAM83A	5431
FAM83B	5432
FAM83C	5433
FAM83D	5434
FAM83E	5435
FAM83F	5436
FAM83G	5437
FAM83H	5438
FAM86B1	5439
FAM86B2	5440
FAM89A	5441
FAM89B	5442
FAM8A1	5443
FAM90A1	5444
FAM90A10	5445
FAM90A14	5446
FAM90A16	5447
FAM90A17	5448
FAM90A18	5449
FAM90A19	5450
FAM90A22	5451
FAM90A23	5452
FAM90A26	5453
FAM90A7	5454
FAM90A8	5455
FAM90A9	5456
FAM91A1	5457
FAM98A	5458
FAM98B	5459
FAM98C	5460
FAM9A	5461
FAM9B	5462
FAM9C	5463
FAN1	5464
FANCA	5465
FANCB	5466
FANCC	5467
FANCD2	5468
FANCD2OS	5469
FANCE	5470
FANCF	5471
FANCG	5472
FANCI	5473
FANCL	5474
FANCM	5475
FANK1	5476
FAP	5477
FAR1	5478
FAR2	5479
FARP1	5480
FARP2	5481
FARS2	5482
FARSA	5483
FARSB	5484
FAS	5485
FASLG	5486
FASN	5487
FASTK	5488
FASTKD1	5489
FASTKD2	5490
FASTKD3	5491
FASTKD5	5492
FAT1	5493
FAT2	5494
FAT3	5495
FAT4	5496
FATE1	5497
FAU	5498
FAXC	5499
FAXDC2	5500
FBF1	5501
FBH1	5502
FBL	5503
FBLIM1	5504
FBLL1	5505
FBLN1	5506
FBLN2	5507
FBLN5	5508
FBLN7	5509
FBN1	5510
FBN2	5511
FBN3	5512
FBP1	5513
FBP2	5514
FBRS	5515
FBRSL1	5516
FBXL12	5517
FBXL13	5518
FBXL14	5519
FBXL15	5520
FBXL16	5521
FBXL17	5522
FBXL18	5523
FBXL19	5524
FBXL2	5525
FBXL20	5526
FBXL22	5527
FBXL3	5528
FBXL4	5529
FBXL5	5530
FBXL6	5531
FBXL7	5532
FBXL8	5533
FBXO10	5534
FBXO11	5535
FBXO15	5536
FBXO16	5537
FBXO17	5538
FBXO2	5539
FBXO21	5540
FBXO22	5541
FBXO24	5542
FBXO25	5543
FBXO27	5544
FBXO28	5545
FBXO3	5546
FBXO30	5547
FBXO31	5548
FBXO32	5549
FBXO33	5550
FBXO34	5551
FBXO36	5552
FBXO38	5553
FBXO39	5554
FBXO4	5555
FBXO40	5556
FBXO41	5557
FBXO42	5558
FBXO43	5559
FBXO44	5560
FBXO45	5561
FBXO46	5562
FBXO47	5563
FBXO48	5564
FBXO5	5565
FBXO6	5566
FBXO7	5567
FBXO8	5568
FBXO9	5569
FBXW10	5570
FBXW10B	5571
FBXW11	5572
FBXW12	5573
FBXW2	5574
FBXW4	5575
FBXW5	5576
FBXW7	5577
FBXW8	5578
FBXW9	5579
FCAMR	5580
FCAR	5581
FCER1A	5582
FCER1G	5583
FCER2	5584
FCF1	5585
FCGBP	5586
FCGR1A	5587
FCGR2A	5588
FCGR2B	5589
FCGR2C	5590
FCGR3A	5591
FCGR3B	5592
FCGRT	5593
FCHO1	5594
FCHO2	5595
FCHSD1	5596
FCHSD2	5597
FCMR	5598
FCN1	5599
FCN2	5600
FCN3	5601
FCRL1	5602
FCRL2	5603
FCRL3	5604
FCRL4	5605
FCRL5	5606
FCRL6	5607
FCRLA	5608
FCRLB	5609
FCSK	5610
FDCSP	5611
FDFT1	5612
FDPS	5613
FDX1	5614
FDX2	5615
FDXACB1	5616
FDXR	5617
FECH	5618
FEM1A	5619
FEM1B	5620
FEM1C	5621
FEN1	5622
FER	5623
FER1L5	5624
FER1L6	5625
FERD3L	5626
FERMT1	5627
FERMT2	5628
FERMT3	5629
FES	5630
FETUB	5631
FEV	5632
FEZ1	5633
FEZ2	5634
FEZF1	5635
FEZF2	5636
FFAR1	5637
FFAR2	5638
FFAR3	5639
FFAR4	5640
FGA	5641
FGB	5642
FGD1	5643
FGD2	5644
FGD3	5645
FGD4	5646
FGD5	5647
FGD6	5648
FGF1	5649
FGF10	5650
FGF11	5651
FGF12	5652
FGF13	5653
FGF14	5654
FGF16	5655
FGF17	5656
FGF18	5657
FGF19	5658
FGF2	5659
FGF20	5660
FGF21	5661
FGF22	5662
FGF23	5663
FGF3	5664
FGF4	5665
FGF5	5666
FGF6	5667
FGF7	5668
FGF8	5669
FGF9	5670
FGFBP1	5671
FGFBP2	5672
FGFBP3	5673
FGFR1	5674
FGFR1OP2	5675
FGFR2	5676
FGFR3	5677
FGFR4	5678
FGFRL1	5679
FGG	5680
FGGY	5681
FGL1	5682
FGL2	5683
FGR	5684
FH	5685
FHAD1	5686
FHDC1	5687
FHIP1A	5688
FHIP1B	5689
FHIP2A	5690
FHIP2B	5691
FHIT	5692
FHL1	5693
FHL2	5694
FHL3	5695
FHL5	5696
FHOD1	5697
FHOD3	5698
FIBCD1	5699
FIBIN	5700
FIBP	5701
FICD	5702
FIG4	5703
FIGLA	5704
FIGN	5705
FIGNL1	5706
FIGNL2	5707
FILIP1	5708
FILIP1L	5709
FIP1L1	5710
FIS1	5711
FITM1	5712
FITM2	5713
FIZ1	5714
FJX1	5715
FKBP10	5716
FKBP11	5717
FKBP14	5718
FKBP15	5719
FKBP1A	5720
FKBP1B	5721
FKBP2	5722
FKBP3	5723
FKBP4	5724
FKBP5	5725
FKBP6	5726
FKBP7	5727
FKBP8	5728
FKBP9	5729
FKBPL	5730
FKRP	5731
FKTN	5732
FLACC1	5733
FLAD1	5734
FLCN	5735
FLG	5736
FLG2	5737
FLI1	5738
FLII	5739
FLNA	5740
FLNB	5741
FLNC	5742
FLOT1	5743
FLOT2	5744
FLRT1	5745
FLRT2	5746
FLRT3	5747
FLT1	5748
FLT3	5749
FLT3LG	5750
FLT4	5751
FLVCR1	5752
FLVCR2	5753
FLYWCH1	5754
FLYWCH2	5755
FMC1	5756
FMN1	5757
FMN2	5758
FMNL1	5759
FMNL2	5760
FMNL3	5761
FMO1	5762
FMO2	5763
FMO3	5764
FMO4	5765
FMO5	5766
FMOD	5767
FMR1	5768
FMR1NB	5769
FN1	5770
FN3K	5771
FN3KRP	5772
FNBP1	5773
FNBP1L	5774
FNBP4	5775
FNDC1	5776
FNDC10	5777
FNDC11	5778
FNDC3A	5779
FNDC3B	5780
FNDC4	5781
FNDC5	5782
FNDC7	5783
FNDC8	5784
FNDC9	5785
FNIP1	5786
FNIP2	5787
FNTA	5788
FNTB	5789
FOCAD	5790
FOLH1	5791
FOLR1	5792
FOLR2	5793
FOLR3	5794
FOS	5795
FOSB	5796
FOSL1	5797
FOSL2	5798
FOXA1	5799
FOXA2	5800
FOXA3	5801
FOXB1	5802
FOXB2	5803
FOXC1	5804
FOXC2	5805
FOXD1	5806
FOXD2	5807
FOXD3	5808
FOXD4	5809
FOXD4L1	5810
FOXD4L3	5811
FOXD4L4	5812
FOXD4L5	5813
FOXD4L6	5814
FOXE1	5815
FOXE3	5816
FOXF1	5817
FOXF2	5818
FOXG1	5819
FOXH1	5820
FOXI1	5821
FOXI2	5822
FOXI3	5823
FOXJ1	5824
FOXJ2	5825
FOXJ3	5826
FOXK1	5827
FOXK2	5828
FOXL1	5829
FOXL2	5830
FOXL2NB	5831
FOXL3	5832
FOXM1	5833
FOXN1	5834
FOXN2	5835
FOXN3	5836
FOXN4	5837
FOXO1	5838
FOXO3	5839
FOXO3B	5840
FOXO4	5841
FOXO6	5842
FOXP1	5843
FOXP2	5844
FOXP3	5845
FOXP4	5846
FOXQ1	5847
FOXR1	5848
FOXR2	5849
FOXRED1	5850
FOXRED2	5851
FOXS1	5852
FPGS	5853
FPGT	5854
FPR1	5855
FPR2	5856
FPR3	5857
FRA10AC1	5858
FRAS1	5859
FRAT1	5860
FRAT2	5861
FREM1	5862
FREM2	5863
FREM3	5864
FRG1	5865
FRG2	5866
FRG2B	5867
FRG2C	5868
FRK	5869
FRMD1	5870
FRMD3	5871
FRMD4A	5872
FRMD4B	5873
FRMD5	5874
FRMD6	5875
FRMD7	5876
FRMD8	5877
FRMPD1	5878
FRMPD2	5879
FRMPD3	5880
FRMPD4	5881
FRRS1	5882
FRRS1L	5883
FRS2	5884
FRS3	5885
FRY	5886
FRYL	5887
FRZB	5888
FSBP	5889
FSCB	5890
FSCN1	5891
FSCN2	5892
FSCN3	5893
FSD1	5894
FSD1L	5895
FSD2	5896
FSHB	5897
FSHR	5898
FSIP1	5899
FSIP2	5900
FST	5901
FSTL1	5902
FSTL3	5903
FSTL4	5904
FSTL5	5905
FTCD	5906
FTCDNL1	5907
FTH1	5908
FTHL17	5909
FTL	5910
FTMT	5911
FTO	5912
FTSJ1	5913
FTSJ3	5914
FUBP1	5915
FUBP3	5916
FUCA1	5917
FUCA2	5918
FUNDC1	5919
FUNDC2	5920
FUOM	5921
FURIN	5922
FUS	5923
FUT1	5924
FUT10	5925
FUT11	5926
FUT2	5927
FUT3	5928
FUT4	5929
FUT5	5930
FUT6	5931
FUT7	5932
FUT8	5933
FUT9	5934
FUZ	5935
FXN	5936
FXR1	5937
FXR2	5938
FXYD1	5939
FXYD2	5940
FXYD3	5941
FXYD4	5942
FXYD5	5943
FXYD6	5944
FXYD7	5945
FYB1	5946
FYB2	5947
FYCO1	5948
FYN	5949
FYTTD1	5950
FZD1	5951
FZD10	5952
FZD2	5953
FZD3	5954
FZD4	5955
FZD5	5956
FZD6	5957
FZD7	5958
FZD8	5959
FZD9	5960
FZR1	5961
G0S2	5962
G2E3	5963
G3BP1	5964
G3BP2	5965
G6PC1	5966
G6PC2	5967
G6PC3	5968
G6PD	5969
GAA	5970
GAB1	5971
GAB2	5972
GAB3	5973
GAB4	5974
GABARAP	5975
GABARAPL1	5976
GABARAPL2	5977
GABBR1	5978
GABBR2	5979
GABPA	5980
GABPB1	5981
GABPB2	5982
GABRA1	5983
GABRA2	5984
GABRA3	5985
GABRA4	5986
GABRA5	5987
GABRA6	5988
GABRB1	5989
GABRB2	5990
GABRB3	5991
GABRD	5992
GABRE	5993
GABRG1	5994
GABRG2	5995
GABRG3	5996
GABRP	5997
GABRQ	5998
GABRR1	5999
GABRR2	6000
GABRR3	6001
GAD1	6002
GAD2	6003
GADD45A	6004
GADD45B	6005
GADD45G	6006
GADD45GIP1	6007
GADL1	6008
GAGE1	6009
GAGE10	6010
GAGE12B	6011
GAGE12C	6012
GAGE12D	6013
GAGE12E	6014
GAGE12F	6015
GAGE12G	6016
GAGE12H	6017
GAGE12I	6018
GAGE12J	6019
GAGE13	6020
GAGE2A	6021
GAGE2B	6022
GAGE2C	6023
GAGE2D	6024
GAGE2E	6025
GAGE4	6026
GAGE5	6027
GAGE6	6028
GAGE7	6029
GAGE8	6030
GAK	6031
GAL	6032
GAL3ST1	6033
GAL3ST2	6034
GAL3ST3	6035
GAL3ST4	6036
GALC	6037
GALE	6038
GALK1	6039
GALK2	6040
GALM	6041
GALNS	6042
GALNT1	6043
GALNT10	6044
GALNT11	6045
GALNT12	6046
GALNT13	6047
GALNT14	6048
GALNT15	6049
GALNT16	6050
GALNT17	6051
GALNT18	6052
GALNT2	6053
GALNT3	6054
GALNT4	6055
GALNT5	6056
GALNT6	6057
GALNT7	6058
GALNT8	6059
GALNT9	6060
GALNTL5	6061
GALNTL6	6062
GALP	6063
GALR1	6064
GALR2	6065
GALR3	6066
GALT	6067
GAMT	6068
GAN	6069
GANAB	6070
GANC	6071
GAP43	6072
GAPDH	6073
GAPDHS	6074
GAPT	6075
GAPVD1	6076
GAR1	6077
GAREM1	6078
GAREM2	6079
GARIN1A	6080
GARIN1B	6081
GARIN2	6082
GARIN3	6083
GARIN4	6084
GARIN5A	6085
GARIN5B	6086
GARIN6	6087
GARNL3	6088
GARRE1	6089
GARS1	6090
GART	6091
GAS1	6092
GAS2	6093
GAS2L1	6094
GAS2L2	6095
GAS2L3	6096
GAS6	6097
GAS7	6098
GAS8	6099
GASK1A	6100
GASK1B	6101
GAST	6102
GATA1	6103
GATA2	6104
GATA3	6105
GATA4	6106
GATA5	6107
GATA6	6108
GATAD1	6109
GATAD2A	6110
GATAD2B	6111
GATB	6112
GATC	6113
GATD1	6114
GATD3	6115
GATM	6116
GBA	6117
GBA2	6118
GBA3	6119
GBE1	6120
GBF1	6121
GBGT1	6122
GBP1	6123
GBP2	6124
GBP3	6125
GBP4	6126
GBP5	6127
GBP6	6128
GBP7	6129
GBX1	6130
GBX2	6131
GC	6132
GCA	6133
GCAT	6134
GCC1	6135
GCC2	6136
GCDH	6137
GCFC2	6138
GCG	6139
GCGR	6140
GCH1	6141
GCHFR	6142
GCK	6143
GCKR	6144
GCLC	6145
GCLM	6146
GCM1	6147
GCM2	6148
GCN1	6149
GCNA	6150
GCNT1	6151
GCNT2	6152
GCNT3	6153
GCNT4	6154
GCNT7	6155
GCSAM	6156
GCSAML	6157
GCSH	6158
GDA	6159
GDAP1	6160
GDAP1L1	6161
GDAP2	6162
GDE1	6163
GDF1	6164
GDF10	6165
GDF11	6166
GDF15	6167
GDF2	6168
GDF3	6169
GDF5	6170
GDF6	6171
GDF7	6172
GDF9	6173
GDI1	6174
GDI2	6175
GDNF	6176
GDPD1	6177
GDPD2	6178
GDPD3	6179
GDPD4	6180
GDPD5	6181
GDPGP1	6182
GEM	6183
GEMIN2	6184
GEMIN4	6185
GEMIN5	6186
GEMIN6	6187
GEMIN7	6188
GEMIN8	6189
GEN1	6190
GET1	6191
GET3	6192
GET4	6193
GFAP	6194
GFER	6195
GFI1	6196
GFI1B	6197
GFM1	6198
GFM2	6199
GFOD1	6200
GFOD2	6201
GFPT1	6202
GFPT2	6203
GFRA1	6204
GFRA2	6205
GFRA3	6206
GFRA4	6207
GFRAL	6208
GFUS	6209
GFY	6210
GGA1	6211
GGA2	6212
GGA3	6213
GGACT	6214
GGCT	6215
GGCX	6216
GGH	6217
GGN	6218
GGNBP2	6219
GGPS1	6220
GGT1	6221
GGT5	6222
GGT6	6223
GGT7	6224
GGTA1	6225
GGTLC1	6226
GGTLC2	6227
GGTLC3	6228
GH1	6229
GH2	6230
GHDC	6231
GHITM	6232
GHR	6233
GHRH	6234
GHRHR	6235
GHRL	6236
GHSR	6237
GID4	6238
GID8	6239
GIGYF1	6240
GIGYF2	6241
GIMAP1	6242
GIMAP2	6243
GIMAP4	6244
GIMAP5	6245
GIMAP6	6246
GIMAP7	6247
GIMAP8	6248
GIMD1	6249
GIN1	6250
GINM1	6251
GINS1	6252
GINS2	6253
GINS3	6254
GINS4	6255
GIP	6256
GIPC1	6257
GIPC2	6258
GIPC3	6259
GIPR	6260
GIT1	6261
GIT2	6262
GJA1	6263
GJA10	6264
GJA3	6265
GJA4	6266
GJA5	6267
GJA8	6268
GJA9	6269
GJB1	6270
GJB2	6271
GJB3	6272
GJB4	6273
GJB5	6274
GJB6	6275
GJB7	6276
GJC1	6277
GJC2	6278
GJC3	6279
GJD2	6280
GJD3	6281
GJD4	6282
GJE1	6283
GK	6284
GK2	6285
GK5	6286
GKAP1	6287
GKN1	6288
GKN2	6289
GLA	6290
GLB1	6291
GLB1L	6292
GLB1L2	6293
GLB1L3	6294
GLCCI1	6295
GLCE	6296
GLDC	6297
GLDN	6298
GLE1	6299
GLG1	6300
GLI1	6301
GLI2	6302
GLI3	6303
GLI4	6304
GLIPR1	6305
GLIPR1L1	6306
GLIPR1L2	6307
GLIPR2	6308
GLIS1	6309
GLIS2	6310
GLIS3	6311
GLMN	6312
GLMP	6313
GLO1	6314
GLOD4	6315
GLOD5	6316
GLP1R	6317
GLP2R	6318
GLRA1	6319
GLRA2	6320
GLRA3	6321
GLRB	6322
GLRX	6323
GLRX2	6324
GLRX3	6325
GLRX5	6326
GLS	6327
GLS2	6328
GLT1D1	6329
GLT6D1	6330
GLT8D1	6331
GLT8D2	6332
GLTP	6333
GLTPD2	6334
GLUD1	6335
GLUD2	6336
GLUL	6337
GLYAT	6338
GLYATL1	6339
GLYATL1B	6340
GLYATL2	6341
GLYATL3	6342
GLYCTK	6343
GLYR1	6344
GM2A	6345
GMCL1	6346
GMCL2	6347
GMDS	6348
GMEB1	6349
GMEB2	6350
GMFB	6351
GMFG	6352
GMIP	6353
GML	6354
GMNC	6355
GMNN	6356
GMPPA	6357
GMPPB	6358
GMPR	6359
GMPR2	6360
GMPS	6361
GNA11	6362
GNA12	6363
GNA13	6364
GNA14	6365
GNA15	6366
GNAI1	6367
GNAI2	6368
GNAI3	6369
GNAL	6370
GNAO1	6371
GNAQ	6372
GNAS	6373
GNAT1	6374
GNAT2	6375
GNAT3	6376
GNAZ	6377
GNB1	6378
GNB1L	6379
GNB2	6380
GNB3	6381
GNB4	6382
GNB5	6383
GNE	6384
GNG10	6385
GNG11	6386
GNG12	6387
GNG13	6388
GNG14	6389
GNG2	6390
GNG3	6391
GNG4	6392
GNG5	6393
GNG7	6394
GNG8	6395
GNGT1	6396
GNGT2	6397
GNL1	6398
GNL2	6399
GNL3	6400
GNL3L	6401
GNLY	6402
GNMT	6403
GNPAT	6404
GNPDA1	6405
GNPDA2	6406
GNPNAT1	6407
GNPTAB	6408
GNPTG	6409
GNRH1	6410
GNRH2	6411
GNRHR	6412
GNS	6413
GOLGA1	6414
GOLGA2	6415
GOLGA3	6416
GOLGA4	6417
GOLGA5	6418
GOLGA6A	6419
GOLGA6B	6420
GOLGA6C	6421
GOLGA6D	6422
GOLGA6L1	6423
GOLGA6L10	6424
GOLGA6L2	6425
GOLGA6L22	6426
GOLGA6L4	6427
GOLGA6L6	6428
GOLGA6L7	6429
GOLGA6L9	6430
GOLGA7	6431
GOLGA7B	6432
GOLGA8A	6433
GOLGA8B	6434
GOLGA8F	6435
GOLGA8G	6436
GOLGA8H	6437
GOLGA8J	6438
GOLGA8K	6439
GOLGA8M	6440
GOLGA8N	6441
GOLGA8O	6442
GOLGA8Q	6443
GOLGA8R	6444
GOLGA8S	6445
GOLGA8T	6446
GOLGB1	6447
GOLIM4	6448
GOLM1	6449
GOLM2	6450
GOLPH3	6451
GOLPH3L	6452
GOLT1A	6453
GOLT1B	6454
GON4L	6455
GON7	6456
GOPC	6457
GORAB	6458
GORASP1	6459
GORASP2	6460
GOSR1	6461
GOSR2	6462
GOT1	6463
GOT1L1	6464
GOT2	6465
GP1BA	6466
GP1BB	6467
GP2	6468
GP5	6469
GP6	6470
GP9	6471
GPA33	6472
GPAA1	6473
GPALPP1	6474
GPAM	6475
GPANK1	6476
GPAT2	6477
GPAT3	6478
GPAT4	6479
GPATCH1	6480
GPATCH11	6481
GPATCH2	6482
GPATCH2L	6483
GPATCH3	6484
GPATCH4	6485
GPATCH8	6486
GPBAR1	6487
GPBP1	6488
GPBP1L1	6489
GPC1	6490
GPC2	6491
GPC3	6492
GPC4	6493
GPC5	6494
GPC6	6495
GPCPD1	6496
GPD1	6497
GPD1L	6498
GPD2	6499
GPER1	6500
GPHA2	6501
GPHB5	6502
GPHN	6503
GPI	6504
GPIHBP1	6505
GPKOW	6506
GPLD1	6507
GPM6A	6508
GPM6B	6509
GPN1	6510
GPN2	6511
GPN3	6512
GPNMB	6513
GPR101	6514
GPR107	6515
GPR108	6516
GPR119	6517
GPR12	6518
GPR132	6519
GPR135	6520
GPR137	6521
GPR137B	6522
GPR137C	6523
GPR139	6524
GPR141	6525
GPR142	6526
GPR143	6527
GPR146	6528
GPR148	6529
GPR149	6530
GPR15	6531
GPR150	6532
GPR151	6533
GPR152	6534
GPR153	6535
GPR155	6536
GPR156	6537
GPR157	6538
GPR158	6539
GPR160	6540
GPR161	6541
GPR162	6542
GPR17	6543
GPR171	6544
GPR173	6545
GPR174	6546
GPR176	6547
GPR179	6548
GPR18	6549
GPR180	6550
GPR182	6551
GPR183	6552
GPR19	6553
GPR20	6554
GPR21	6555
GPR22	6556
GPR25	6557
GPR26	6558
GPR27	6559
GPR3	6560
GPR31	6561
GPR32	6562
GPR33	6563
GPR34	6564
GPR35	6565
GPR37	6566
GPR37L1	6567
GPR39	6568
GPR4	6569
GPR42	6570
GPR45	6571
GPR50	6572
GPR52	6573
GPR55	6574
GPR6	6575
GPR61	6576
GPR62	6577
GPR63	6578
GPR65	6579
GPR68	6580
GPR75	6581
GPR78	6582
GPR82	6583
GPR83	6584
GPR84	6585
GPR85	6586
GPR87	6587
GPR88	6588
GPR89A	6589
GPR89B	6590
GPRASP1	6591
GPRASP2	6592
GPRC5A	6593
GPRC5B	6594
GPRC5C	6595
GPRC5D	6596
GPRC6A	6597
GPRIN1	6598
GPRIN2	6599
GPRIN3	6600
GPS1	6601
GPS2	6602
GPSM1	6603
GPSM2	6604
GPSM3	6605
GPT	6606
GPT2	6607
GPX1	6608
GPX2	6609
GPX3	6610
GPX4	6611
GPX5	6612
GPX6	6613
GPX7	6614
GPX8	6615
GRAMD1A	6616
GRAMD1B	6617
GRAMD1C	6618
GRAMD2A	6619
GRAMD2B	6620
GRAMD4	6621
GRAP	6622
GRAP2	6623
GRAPL	6624
GRB10	6625
GRB14	6626
GRB2	6627
GRB7	6628
GREB1	6629
GREB1L	6630
GREM1	6631
GREM2	6632
GREP1	6633
GRHL1	6634
GRHL2	6635
GRHL3	6636
GRHPR	6637
GRIA1	6638
GRIA2	6639
GRIA3	6640
GRIA4	6641
GRID1	6642
GRID2	6643
GRID2IP	6644
GRIFIN	6645
GRIK1	6646
GRIK2	6647
GRIK3	6648
GRIK4	6649
GRIK5	6650
GRIN1	6651
GRIN2A	6652
GRIN2B	6653
GRIN2C	6654
GRIN2D	6655
GRIN3A	6656
GRIN3B	6657
GRINA	6658
GRIP1	6659
GRIP2	6660
GRIPAP1	6661
GRK1	6662
GRK2	6663
GRK3	6664
GRK4	6665
GRK5	6666
GRK6	6667
GRK7	6668
GRM1	6669
GRM2	6670
GRM3	6671
GRM4	6672
GRM5	6673
GRM6	6674
GRM7	6675
GRM8	6676
GRN	6677
GRP	6678
GRPEL1	6679
